var_file1,var_file2,type,hash,samples_file1,samples_file2
L0x5555555580d8,L0x5555555580d8,uint64,693b1f410277523,100,100
L0x5555555580d8,a34,uint64,693b1f410277523,100,100
L0x5555555580d8,r10,uint64,693b1f410277523,100,100
rbx_l,rbx_l,uint64,68d7c5255097b2f6,100,100
L0x7fffffffd9d0,L0x7fffffffd9d0,uint64,6796d7b68f075cc9,100,100
r13_h,r13_h,uint64,e5352547f003df17,100,100
a41,a41,uint64,9a363d01ee017d15,100,100
a41,L0x5555555580e8,uint64,9a363d01ee017d15,100,100
r11_l,r11_l,uint64,3e85ea445a8f0f38,100,100
r11_h,r11_h,uint64,20ba2be848f167a5,100,100
L0x5555555560a0,L0x5555555560a0,uint64,c3fdfd116e3b8205,100,100
a32,a32,uint64,3d759aadca2958fe,100,100
a32,L0x5555555580c8,uint64,3d759aadca2958fe,100,100
r10_h,r10_h,uint64,2bef26be7296224f,100,100
L0x5555555560c0,L0x5555555560c0,uint64,a3d20f44a6111b05,100,100
L0x5555555560c0,L0x555555556050,uint64,a3d20f44a6111b05,100,100
a01,a01,uint64,d1d21fc2f464920b,100,100
a01,L0x555555558048,uint64,d1d21fc2f464920b,100,100
r14_s,r14_s,uint64,5a57a549fc53ffc8,100,100
L0x7fffffffd9b8,L0x7fffffffd9b8,uint64,f4e5659315b46468,100,100
L0x555555558078,L0x555555558078,uint64,4a7666e19a5c3aad,100,100
L0x555555558078,a12,uint64,4a7666e19a5c3aad,100,100
L0x555555558070,L0x555555558070,uint64,8f92da3fa329eb32,100,100
L0x555555558070,a11,uint64,8f92da3fa329eb32,100,100
A32,A32,uint64,fc041e344bc060f3,100,100
rdi_h,rdi_h,uint64,1159b938747c57c2,100,100
L0x5555555580f0,L0x5555555580f0,uint64,1686347a7264d9cf,100,100
L0x5555555580f0,rdi,uint64,1686347a7264d9cf,100,100
L0x5555555580f0,a42,uint64,1686347a7264d9cf,100,100
L0x555555556098,L0x555555556098,uint64,2673c7ef6eb5ddfd,100,100
A00,A00,uint64,a1963ef38cc4a05b,100,100
L0x7fffffffd980,L0x7fffffffd980,uint64,d8f4bc21e1eaba97,100,100
L0x555555558040,L0x555555558040,uint64,9c83e7ca9d062e51,100,100
L0x555555558040,a00,uint64,9c83e7ca9d062e51,100,100
rdx,rdx,uint64,480d95dda143c8ee,100,100
A30,A30,uint64,f78c1d59a059431c,100,100
L0x7fffffffd990,L0x7fffffffd990,uint64,9c05c5fb2c119cb9,100,100
a31,a31,uint64,aeac8fd78e66d08f,100,100
a31,L0x5555555580c0,uint64,aeac8fd78e66d08f,100,100
L0x555555556068,L0x555555556068,uint64,6a7b3f315920a0d5,100,100
a33,a33,uint64,400d1116c3b14d24,100,100
a33,L0x5555555580d0,uint64,400d1116c3b14d24,100,100
a33,rbp,uint64,400d1116c3b14d24,100,100
rax_s,rax_s,uint64,640db735269a9f09,100,100
rbp_l,rbp_l,uint64,8fa836e1a2086f8a,100,100
L0x555555556080,L0x555555556080,uint64,5847bc6220577a3d,100,100
A23,A23,uint64,7e94b3af1672ee24,100,100
L0x555555558090,L0x555555558090,uint64,3f62092eb475125c,100,100
L0x555555558090,a20,uint64,3f62092eb475125c,100,100
